comment_cleaned,label
واقعا بد برنج شدیدا خشک,1
دونه آلو ته چین,0
هزینه ارسال زیاده فاصله محل,0
نوشابه سفرش دادم نیاورد تقریبا یه ساعت کشید اومد کیفیت قرمه سبزی خوبه,1
متأسفانه دلیل حمل نامناسب پیتزا پیچیده یه ساندویچ,0
سلام هست مشتری کیفیت غذاها خوبه بعضا جوجه کبابها سوخته میشود بخصوص امروز گشودن درب ظروف گردید,1
سلام چقدرم کیفیت نون باشه توی نایلون نباشه آدم کراهت داره خوردنش نون توی نایلون نذاشتن اقل نون تومن دارن جاهای دیگه میدن پیکتون تحویل پیامک تحویل ارسال,1
بسته افتضاح یه ساندویچ موادش ریخته کف پلاستیک,1
موقع,0
سلام زمان سفارش ساعت غذا ساعت تحویل تماسهای مکرر اسنپ فود بدلیل سرد خمیر خوردن اینطور برخورد مشتری وجه درست اصلا راضی نبودم,1
واقعا رستوران منطقه راضی بودم,0
انگار نون لواش سوسیس پنیر مخلفات نداشت,1
لطفا توضیحات بخونین بودم رژیمم لطفا پنیر سس نزنین غذا نخوردم,0
HAPPY,0
سلام سفارش پیتزا دقیقه کشید واقعا بد,1
کیفیت ودر کمترین زمان غذا دستم,0
شدت مونده چیکن فرایز سیبزمینی اصلا خوردن ش ریختم کیفیتتون افت,1
پیتزا سرد پنیرهای پیتزا,1
اون سفارش دادم اصلا شمعمم یکیش بزرگه یکیش کوچیک کیکم نخوردم درکل راضی نبودم,1
سلام مشتری دائم هستم الان دفعه ازتون غذا گرفتم برنج دم نکشیده مغزش سفت لطفا رسیدگی,1
سوپر اسنپ ممنون بابت ارسال سریع,0
کباب چرب نان کباب سنگک لواش میگذارید کباب میچسبه حالت خوشایندی نداره,1
بجای عدد نوشابه انرژیزا بلک برن عدد ارسال فاکتور دومین سفارش بنده ارسال نمیشود چندی عدد نوشابه انرژیزا ارسال نشد,1
غذاش زود اومد حدوا بیست دقیقه سرد کتفش طعم خاصی نداشت,1
شیری فرستادید تاریخش واسه امروز حرکت میخوامپسبفرستماینو,1
کمتر میدم واقعا نگم غذا منطقه دستکم بهترینها جوجه خوش پخت لذیذ خوبم مزه ممنون چلو جدا قرار بودین کیفیت برنج امیدوارم کیفیت ثابت بمونه واقعا حیفه زمان آماده کشید امیدوارم بشه بازم ممنون,0
سفارشهای پیشین کیفیت گوشت همبرگر کیفیت سفارشهای قبلی پایین شبیه کتلت همبرگر سس سماق اندازه اضافهشده طعم غذا برده,1
بد آقا بد,1
کیفیت میدونستم غذا نان تنوری فرستاده نمیشود لااقل جداگانه سفارش میدادم,0
پیتزا فصل لذت بردیم قسمت مرغ قسمت گوشت واقعاا سیبزمینی اصلا اون انتظار داشتیم انگار ورق پنیر چدار گذاشته سیبزمینی ریخته تصور دیگهای,0
ارسال سس کیفیت پایین طعم مزه ساندویچ,1
سریع دستمون تشکر برخورد پیک,0
جوجهها وضوع بوی سیر میدادن اگه مشکل نداشت قطعا ستاره میگرفت,0
سفارشم نون گرم وبا کیفیت اندازه برشته اندازه نرم اندازه کنجد ممنونم امیدوارم سفارشهای بعدی م قدر کیفیت باشه,0
هرچی بگم گفتم حلالتون باشه,0
مرغ سوخته مونده اصلا خوردن,1
شیرینی کشمشی تازه ممنون,0
دستتون درد نکنه,0
برنج غذا فوقالعاده بد غذا سرد اصلا اصلا راضی نبودم,1
خوشمزه س یکم جدیدا خشکشده قبلا اینجوری مرسی,0
افتضاحترین سوپ قارچ افتضاح,1
کیفیت پنیر پیتزا شدت افت متاسفم,1
نونا یسریش خمیربود یسریش خشک,1
کیک اصن تازه,1
سریع خوشمزه تازه,0
خوبه غذاش سیب زمینیش خوبه,0
سفارش دیر کیک رولتش اصلا مخصوص معمولی چندان تازه متاسفم,1
کیفیت شیرینیها,0
مرغ پخته نشده,1
سلام نان سیرش خوشمزه نازک سفارش دستم گرم,0
برخورد پیک اسنپ رولت هزینه ارسال مسافت,0
فیله استریپس قدری شور خوردن پیتزا سرد,1
چنگی بدل نمیزد ممنون,1
کیفیت ماهی تازه طعم مزه قیمه یه خرده روغنش پخت برنج,0
چیپس پنیر سوخته شور پیتزا واقعا کیفیت پایینی پرپروک اصلا قابلمقایسه قدیماش,1
ممنوناز سوپر مارکت چیو خواستم اورد,0
موقع مارک اصلی اورده,0
کوبیده سفید وسطش نپخته,1
پیتزا دقیقا شبیه عکسش کیفیت پیتزا سیبزمینی مخصوص سس پنیرش فوقالعاده گرم گرم دستم,0
هات داگ فوقالعاده بینظیر,0
خوشمزه مرسی,0
دستمال کاغذی تحویل نشد,1
کیکش فوقالعاده ممنونم,0
شیرینی بیکیفیت بوداحساس صلواتی خریدم,1
رستوران روز داره پیشرفت میکنه,0
پیتزا دلیل کمبود پنیر جدا وا میرفت مخلفات جدا میشد طعم پیتزا پنیر ریخته تشکر ضعیف چراکهانگار نون جدا خورده میشد کالباس جدا قارچ جدا چراکه برداشتن مخلفات ریخته میشد واقعا نمیدونم پیتزا مجموعه تشکر پیتزای شکلی دریافت شانس,1
کیفیت غذا تشکر,0
کلا ساندویچای نامی نو خوشمزس کشک بادمجونش کشکش,0
زود,0
قابلقبول,0
پیتزا سوخته,1
سرویسدهی خسته نیاشید,0
غذا دستم سرد,1
منطقه عالیه,0
چلو کباب شور,1
دورچین غذا تازه,1
توضیحات ذکر سس نذارن عدد سس پاکتی همراه غذا ارسالشده واقعا ساندویچ حجم فلفل خواسته بودیم نفرستادن کاش توضیحات نگاهی بندازن,0
سلام گرم خوشمزه ممنون,0
کاش خوراک توی منو غذای باکیفیت خوشمزهای امیدوارم کیفیت حفظ بشه,0
زمان طولانیتر تصور محض اعلام تاخیر غذای ممنون اسنپ فود جهت پیگیری,0
غذا موقع زودتر زمان تصور داغ طعم پیتزاها,0
طعم پاستا تلخی میزد خلاف چیکن استریپس چیزبرگر,0
موقع اوند قارچ سخاری پیتزاش,0
باتوجه توضیحات تآکید فلفل دلمهای باشه سیبزمینی پیتزا فلفل دلمهای پیتزا کف بسته چسبیده,1
قیمت کیفیت پایینی داره داخل ساندویچ ریحان سس مخصوص خبری پیاز دومین زیگزاگ سفارش دادم بدتر,1
کیک حمل نقل تکان خورده خامه کیک دیوار برخورد,1
غذا سرد تاخیر ارسال گردید,1
مگه سوپ جو زرشک میریزن آخه کباب جوجه افتضاح برنج بسته,1
شیرنی بهم ریخته تحویل بسته نامناسب شیرینی فروشی پشتیبانی اسنپ ساعت تماس اخر شرمنده ذکر هست شیرینی میخواستم ببرم درکل آبروم اعصابم خورد وقتم تلف گفتن شرمنده الانم دست خالی مجبور شدم برم,1
توی توضیحات خواسته بودم لطفا مدل پنجرهای بزنید رگا دیگه کیفیت ماه نداره مچکرم زحماتتون,0
دفعات تاخیر میرسید امشب سریع کیفیت طعمش ممنون,0
کرانچی فلفلی ب تند آتشین تندتر فلفلی ادویه فرستادن,0
سلام کیفیت غذا فوقالعاده پایین اصلا شبیه چیکن الفردو طعم سیر غالب یه جورایی انگار نون سیر میخوردم قارچ پیتزا خبری فیله غذایی فوقالعاده بیکیفیت,1
ماه کیفیت بشدت افت مرغ تیکه یه سالاد کوچیک سیبزمینی خمیر,1
واقعا تازه واسه اونایی عاشق شکلات براونی خامهی کمتر هستن عالیه,0
طمع کیفیت هزارتومن واسه عدس پلو,0
سلام جوجه کبابها ترد خوشمزه سماق خواستم ندادند,0
کیکوک عکس مشکل دلوری بشه بسته,1
پیتزا کویین خوشمزست چیکن استریپس معمولی یه جاهایی مرغ سیاه,0
غذا مونده خوردن,1
سیب زمینیها بوی روغن مونده میداد تکه تکه ارسالشده کیفیت میاد پایینتر,1
سریع گرم خوشمزه ممنون باگت اسنپ فود,0
هستید درجه حتما امتحان دوستان ضمنا لطف کیک کارامل دسر کارامل اضافه,0
مدیریت چیزفود بابت کیفیت بالای پیتزا مشتری مداری متسکرم,0
سرد بیمزه,1
محشر معنای واقعی,0
بسته بیسکوئیت دایجستیو تیفانی گرمی تحویل نشده,0
حدودا ساعت کشید غذا دستم برسه,1
نان گونهای پلاستیک حسابی خشکشده تجربهی خرید نان اسنپفود,1
بسته شیک طعم برنج روغن کمتری,0
مرغ نظرم خوبه رستوران بسته جدیتر کار کنه واقعا فروش خارج رستوران قصد سرمایه بسته ارسال لازمه سیب زمینیها مرغها حدا بسته بشن ظرف بزرگتری مرغها لازمه آب مرغ نریزه کلا بهتره مرغها اینقدر آبدار نباشند,0
فوقالعاده خوشطعم دوستداشتنی بسته واقعا میزان چربی پروتئین انرژی خوراک درجشده العادهای پلاک,0
کوبیده نکردم جوجه,0
ترکیبهای خوشمزهای جور مزه طعم تون پیتزاهاش صبحانه تداعی میکرد نظرم آقایون وعده سفارش بدید بهتره یه نکتهی نظیرش سیب زمینیها چرب پیتزاهاش لزوم پنیر سبک بعدش آدم عذاب وجدان نمیگرفت,0
بد مزه,1
ممنون واقعا خسته نباشید خدابرکت بده انشالله روز بهروز بشه,0
نوشته بودم خامه نداشته باشه ستاره دادم ممنون ماهان اسنپ عزیز,0
کیکی سفارش دادم کیکی فرستاده رنگ اعتراض کیک فرستادین اون کیکی عکسش گذاشتین واقعا انتظار عکس کار مشابه باشه میدونستم کیک میخوایین بفرستین رنگ اصلا سفارش نمیدادم,1
غذا فاجعه شبیه آبگوشت پاستا بسته ترکیده پیک اسنپ دقیقه غذا زنگ زد غذاتو گذاشتم نگهبانی بیا بردار,1
آش شله قلمکار بینمک رقیق آش رشته شور آش چرب نتونستیم قاشق استفاده,1
خوشمزه مرسی ممنونم,0
نان کیفیتی,0
غداهاتون قبلا مشتری دایمتون بودم الان کیفیت شدت افت ولو مثلا اف میزنیذ میرسبم مرحله پرداخت همینحور قیمت اعلامی اضافه میشه غذا بو میداذ,1
نظیرید غذایی سفارش دادم ازتون سلیقه بینظیر,0
سلام نان بدترین کیفیت دستم نان نان داخل ظرف بازیافت واقعا متاسفم کیفیت بد اسنپ فود عضو هستید اکیدا همشهریان خودم توصیه میکنم نانوایی نان نکنند تشکر,0
غذا هفت تومن اسنپ اکسپرس نیس مسیر ببینین,0
چلوکباب اسلامی عالیه قیمت کیفیت,0
توضیحات نوشتم نوشابه زیرو نوشابه معمولی فرستادن,0
میکس ترش ترشتر باشه رقیق کیفیت ندارید اونموقع خونوادگی میومدیم پیشتون,1
یه سری چیزهایی معلوم چیه دندون میومد انگار اضافههای مرغ باشه باقی مواد واقعن متاسفم,1
سرد,0
قیمتها کیفیت نامطلوب سبزیجات,1
کیفیت برنج پایین افتضا ح,1
حجم شله زرد قیمت بامیه بلند نگذاشته اون میخواستم,0
نوشابه ارسال نشده,1
تشکر حجم لوبیا پلو میزان لوبیا برنج رب گوشت غذا لوبیا پلوسرد توجه فاصله,1
پیک محترم,0
شیر گرم,1
سسها بد مزه حجم سیبزمینی,1
طعم بینظیر خوشمزه ممنونم کیفیتتون سابق ثابت نگه داشتید,0
پیتزا میت لاور گوشتش بیمزه سیر ادویه مزه میشد پیشنهاد میکنم ترکیب پنیر استفاده پنیر مطهر مزه پنیر معمولی,1
دسر شکلات اصلا شبیه عکس جاش یه کیک شکلاتی روکش شکلات خوشمزه کوچیک دانمارکی تازه خوشطعم,0
مرغ سوخاری ترد باشه آردش ماهی آشپز عوض شره,1
تویه دوروز مختلف حجم غذا,1
سری تخفیف دانشجویی بدید میشه,0
برگر بیکیفیت نون کهنه گوشت نرم اصلا راضی نبودم,1
تاخیر ساعته تحویل قهوه,1
مرغ بریونی افتضاح سیبزمینی پنیر بدتر آون مرغ بریونی آب بیاندازه مفتضح,1
کیک فوقالعاده خوشمزه تازه سریع موقع واقعا ممنونم,0
خامهی نان خامهای چرب نمیشه راحت خوردش,1
سریع پیک فوقالعاده مؤدب خسته نباشید واقعا,0
درجه خوشمزه تازه,0
کیفیت غذا بسته ضعیف اصلا اندازه اسم رستوران ایتالیایی,1
حلیم شکر ریخت انقدر ذائقهها متفاوته اصلا نتونستم بخورم,1
دقیقه تاخیر ارسال سفارش,1
کیفیت غذای گاردن گریل سفارش کیفیت شیت زمینی سرخشده شدت پایین سیبها نپخته خام اصلا قابلاستفاده نبودن دلیل بطور ریخته,1
کیفیت سرعت ارسال غذا,0
دیر اوردن,0
باتشکر زودفود دایی,0
هزینه پیک بالاتر انتظار مسیر اسنپ ماشین میبره هزار تومن صورتی پیک زده هزار همون ساعت ترافیک قیمتا اینقدر فرق دارن,1
سلام تشکر غذای,0
باسلام بسته داره بموقع ارسال میکنن درضمن کیفیت خوراکشونم عالیه ممنونم هردو اسنپ فود نامینو لندولیعصر,0
طعم تردی برخورد پیگیری مسول سفارش شیرینی کوک ستایشم,0
کیفیت نداشت نان همراه آش ارسال نشده هزینه پیک مسافت,1
بد پیتزا پپرونی کیفیتش شدت پایین سرد سیب زمینیها مونده رنگ,1
موقع ازتون ممنونم,0
طعم غذا افتضاحتر نداشت,1
مگنوم موزی سفارش دادم اشتباه مگنوم معمولی اوردن,0
ساندویچ حجیم موتد طبخ بیکیفیت,1
سس سیرش واقعا خوش مزس مرغ واقعا عالیه مشکلش اینه تیکش زیاده تیکش کمه ینی تیکش انقد کمه انگار سیبزمینی سفارش دادم کنارشم یه ذره مرغ باشه خوبه,0
کیفیت غدا بسته فرمون ادامه بدین,0
خوشمزه موقع متشکرم,0
کیفیت بد قیمت حجم خوبیام مهمتر سریع اورد رب نشد,0
رکورد تاخیر تحویل زده ساعت دقیق,1
خوشمزه تنوع محصولاتتون عالیه موفق باشید,0
پیکهای مدتی هست ده دقیقه زودتر سفارش تحویل بدن اعلام میکنن کار علتش واضح هست خاصیت سیستم ردیابی اینه بدونم الان سفارشم مرحلهای هست کار پیکها سیستمتون بیخاصیت میکنه لطفا اطلاعاتی میدید کارکنانتون توجیه صحت باشه فایدهای باشه حرص زدن پیکتون بتونه سیستمتون بیخاصیت کنه کلا دارین وقت تلف میکنین بهتره اصلا اطلاعاتی ندین,1
کاش جوجه دورچین میفرستادید,0
غذا سرد پیتزای سرد,1
سلام وقت بخیر میخواستم باقلوا سفارش بدم منو موجود لطفا باقلوا منو اضافه باقلوا تون هست سپاس,0
چهارمین حلیم سفارش میدادم حلیم تازه سفت مونده حیف,1
اجزاش باهم ترکیب نشده قارچ یکطرف سس ساندویچ سس غول آخر چی,1
کیفیت غذا فاصله سیب دم منزل هست نمیدونم انقد غذا سرد مشکل رستوران اسنپ فود ممنون,1
پیتزا بیکن پپرونی واقعا,0
سلام پیتزا استیک ادرس فود هال میگیرم راضی بودم پیرو اخرین سفارش کیفیت پیتزا پایین امده گوشت بیکیفیت حجم مراتب کمتر دفعات قبلی استفادهشده پنیر پیتزا اضافی متریال پیتزا عوض پیاز قرمز پیاز سفید استفاده رستورانهای ایران کیفیت متغیر هستن ثابت سیر نزولی دارن,1
اگه ریحون دیدی غذا دیدیم,1
غذل ران مرغ مینیاتوری,0
خوشمزه بهتره تازهتر بفرستید,0
ممنون شاطر اسنپ,0
واقعا افتضاح هست یکساعت نیم تاخیر تحویل نهایت معذرتخواهی خدمات تجدیدنظر,1
ترو تمیز بسته رتضی بودم دستتون درد نکنه پیک خوشبرخورد ممنون کاش گوشت گوسفندی همموجود داشتین,0
سلام درود خسته نباشید خوشمزه موفق باشید روزی,0
واقعا شیرینی تازه دستتون درد نکنه,0
کلوچه خرماییشو بقیش شیرینی کشمشیش تازه,0
رب سفارش دادهشده گرمی قوطی گرمی شیشهای تحویل,1
بوکا,0
غذا موقع تحویل داغتر عیب نقصی باتشکر,0
بجای تارت تمشک توتفرنگی بجای پاریس برست اکلر,0
گاتا مزه موندگی میداد,0
پشیمونم وقت دیگه غذا نمیگیرم,1
متاسفم شیرینی سفارش کیسه آوردید سفارش پای سیب بجای سیب مربا,1
مواد پیتزا وپنیر کش نمیآمد,0
نوستالژی,0
سیبزمینی روغن ماسیده بهش سیبزمینی درجه,0
سلام غذا سرد واقعا تعجب داره تکه سوخاری اسپایس گرم باقی یخ یخ,0
کیفیت خوبه یکم نان ساندویچها کار بشه بهتره,0
کیفیت تاخیر اسنپ باکس ارسال نمیشود,0
کباب بره نبوده کباب چنجه گوسفندی کباب بره نو دهان آب میشه سفت بایستی بجوییم خورده بسته برنج سالاد شیرازی,1
یه مدل شیرینی تموم میشه موجودی نمیزنید هماهنگی هرچی دوس دارید میفرستید ی الان عکس سفارش منو صفحهام عوض کردید بگید اینو سفارش دادم کار زشتیه واقعا,1
نوشابه همراه سفارش ارسال نشده نداشتن زمان پیگیری نتونستم بکنم,1
اصلا خوشمزه اگه گرسنه نبودیم لب نمیزدیم بهش,1
موقع,0
پاککننده منظوره سطوح بارایحه لیمو سیف میلیلیتر تومن حساب دستم دیدم زده تومن,1
نظرات دیگرانو خوندم اندازش کوچیکه نمیدونم سفارش دادم خودم دیگه هیچوقت خرید نمیکنم پیشنهای میکنم امتحانم نکنن,1
پیک طوری حرف میزنه انگار وظیفش تحویل سفارشه یه تست اخلاق بگیرید ازشون,1
پیک محترم,0
پیتزاش شور طعم خاصی اصلا پیشنهاد نمیکنم,1
دوسیخ کباب سفارش دادم سیخ دستم چی مشکل رستوران پیک کیفت پایین غذا,1
باسلام بنده عدد نان سفارش دادم نانهای ارسالی کانلا بیات مانده طوری اصلا قابلاستفاده,1
مزه روغن سوخته میداد مواد سوخاری اصلا,1
پیتزای استیک سیر مزهی تلخی بهتره مشکلش برطرف بشه پنیر پیتزا مختلفات ان قیمت پرداختی راضیکننده اصلا,1
دستتون درد نکنه سفارش فرستادید اشتباهتون فالوده یخزده فرستادید قاشق نمیشه تقسیمش فالوده تازه باشه یخزده,1
توی لیست نوشته هزینه ارسال هزار تومن هزارتومان بابت ارسال پول گرفتهشده دوبرابر ماجرا چیه,1
کیفیت غذا اصلا پیتزا پخته نشده واقع پیتزا سوخته بالاش موادش خام نپخته کیفیت غذا واقعا بد بایستگی بگم بدمزهترین پیتزایی خوردم,1
واقعا پیتزا کارنه فونگی دوس دارم امشب داشتم سر بلندم کردین دمتون گرم,0
حجم غذا اصلا نمیارزه,1
افتضاح نان سبزیجات ندادن بجاش کنجد نان بیات سرد انگار موندههای صبحش پیک سرد تحویل گرفتم,1
چیپس پفک دیگه چیه ناقص میاره آخه چهل دقیقه کشید,1
پرشین هات داگش آنقدر کوچیکه بخوری سیر بشی سس همراه سیبزمینی,1
Mitoonest Kami maze dar tar bashe,0
ساندویچ خوشمزه سرد,0
طعم کیفیت پیتزا پایینتر قیمت همینطور سس همراه پیتزا جنسهای بدردنخور,1
واقعا ساندویچم راضی بودم,0
سستون رقیقتر بشه میشه قبلا,0
دیر ارسال نوشابه خنک,0
شماره تماسی اسنپ فود بودم تماس نگرفتند پیک دلیل دم درب معطل غذا سرد غذا چرب تاحالا همچین ندیده بودم کیفیت کالباسش پایین,1
کیفیت حوب دورچین,0
تخممرغ شکسته باقی خریدها کثیف,1
سلام کمیت کیفیت ضعیف ارزانترین مواد اولیه استفادهشده,1
غذا سرد دست کیفیت مرغ پایین درست طبخ نشده همراه غذا چنگال دستمال فرستاده نشده,1
جاس ساندویچ وجی ساندویچ مرغ ارسالشده فرصت نداشتم تعویض بشه همون خوردم سفارش ساندویچ وجی مرغ,1
گرون حجمش عنوان دیگه ازاینجا سفارش نمیدم,1
کیفیت میوهها ممنون,0
تازه خوشمزه سریع,0
پیتزا یکم شور,0
سلام غذا نوشیدنی داخلش فاکتور نوشیدنی محاسبهشده داخل بسته ساندویچ,1
معمولی واقعا نمیدونم اونهایی میل چی نمره ادمو اشتباه میندازه,0
برخلاف سالاد کهنه اصلا کاهوها پلاسیده کهنه خیار لهشده افتضاح,1
تاکید بودم رولت رد ولوت باشه دونه ردولوت,0
موهیتو مزه اسانس میداد بستهبندی سالاد طوری پیک سالاد داخل پلاستیک ریخته,1
تیکه مشتری ارسال نمیکنید طرفی انقدر بد سرخشده مایع نپخته واقعا قیمت کیفیت سیبزمینی له بوی روغن سوخته,1
دقیقا سفارشهای قبلی بستنیها لهشده اصلا بسته توجه نمیکنید اقلام رویهم میریزید,1
پیتزاش قبلا دیگه خوشمزه قبلا تکههای گوشت بوقلمون واقعا اینبار پیتزا پنیر بد مزه تکههایی مدعی بوقلمون گریل چیکنش خوشمزه,1
Eftezahe vaghaneftezah toman o engar rikhtim dur,1
کباب ترکیهای پسر عالیه حتما امتحان چندمین میگم هزینه ارسال اسنپ باکس اصلا صرفه,0
چندمین سفارش شیرینی کیک دادم داغون دستم رسیده یه بارم سالم نیستن لهشده,1
خرید سریع دستم پیک اسنپ اکسپرس مودب مسئولیتپذیر,0
اصلا پیتزا خوشمزه انگار نون ماست مرغ ریخته باشن دقتی کردیم اسمش دفعه سفارش بودیم حفظ نکرده بودیم دفعه دوممون پیتزا گرفتیم ایندفعه ناراحت شدیم بیشترشو ریخیتیم شایدم باشه طعم دوست باشه همسرم اصلا پیتزا چیکن آلفردو پیتزا نسبتی نداره مخصوصا سسی پیتزا هست مزه ماست ترش میده خلاصه منو تون حذفش نکنم ناراحت بشه قبلا پیتزاهای دیکه باروژ خوردم خوشمزه اصلا توصیه نمیکنم دوبار رویهم هفتاد تومن دادیم اصلا ارزشش نداره,1
پیتزا فیله سوخاری میتونست باشه,0
خوشمزه گرم,0
کباب بوی دمبه میداد حالم بهم خورد جوجهاش بد خشک برنجش خداوکیلی کبابارو ندید دست مردم,1
سیبزمینی سفارش دادم تازه خوشمزه کشک بادمجونشم مزه خونگی,0
پیک برخورد بدی عصبانی پلاستیک نبستن نون خشک یخزده تحویل لطف هرکسی پیک انتخاب نکنید,1
لطفا نون های نرم شیرین صنعتی استفاده نکنید نونهای باگت کلاسیک قدیمی استفاده بهتره طعم شیرین اصلا همبرگر هماهنگی نداره,1
سرد,1
واقعا خوشمزه داغ تازه جدا مرسی ماری,0
شور بدمزه بسته مناسبی,1
سلام وخسته نباشید علیالخصوص روزهای تنش اشتباه فاکتور صورت دال عدس میخواستم عدس ارسالشده اتک قوی میخواستم معمولی ارسالشده فاکتور صحیح ذکر اشتباه ارسالشده,0
پیتزا ب شدت چرب انگار سطل روغن خالی,0
کیفیت غذابسیاربسیارپایین حیف پولی بابت غذا ریختم,1
سفارشهای منو اطلاع عوض بیف فرایز پنه فرایز آوردن دوست ندارم,0
غذا سرد,1
سفارشم رستوران سفارشم سالاد شیرازی کلا خورد نشده تکههای پیاز گوجه اندازه بند انگشت بوی بد مونده کباب رنگش سفید پلاستیکی واقعا نمیدونم بجای گوشت استفادهشده,1
ارزش خرید نداره بهتره دیگهای سالاد سزار خریداری میل,1
کیفیت غذا واقعا طبخ جوجه زردچوبه توی ذوق میزد اصلا لذت نبردم توی کدوم دستور پخت زرد چوبه جوجه میزنن قطعا جوابی خواهم شنید اینه مریم عزیز ممنون انتخاب کردی پیگیری میشه,0
سریع پیک یه قلم اشتباه فرستادن تماس گرفتیم اصلاحش کردیم ماستی فرستادن درصد تاریخ مصرفش نمونده,0
نوشیدنی مالت طعم قهوه سفارش بودم مالت ملاسیک فرستادهشده,1
بدترین غذایی خوردم,1
غذا سرد دستم کیفیت غذا خوبه,1
سالادها بیکیفیت,0
بینظم سقارشات اشتباه معایرت غذا سرد دیر میاورند دستگاه کارخوان,1
کیفیت پایین سرعت ارسال دیر,1
چندین سفارش غذا دادم ازای بک کیفیت غذا گرم خوشمزه موقع رسوندن ممنون,0
برخورد پیک تاخیر قابلقبول دیگه نیمساعته قرارمون,1
باکیفیت پرملات خب قیمتش خوشمزه,0
کیفیت غذا ممنونم,0
کیفیت پیتزا کاهش معمولی,0
پیتزا خوشمزه یخ مجددا گرمش کردیم سیبزمینی کمحجم,1
پیتزا بینظیر واقعا کرنبری,0
زمان ارسال کمتر زمان اعلامشده کیفیت غذا خوشمزه داغ مقدار سیبزمینی سرخکرده,0
چندمه بانش خرید میکنم اینبار شیرینیها طعم نداشت مزهی روغن مونده میدادن,1
کیفیت غذا افت خصوصا جوجهکباب قبلا جوجه کبابهای تهران,1
خوشمزه ممنون هایدا اسنپ فود,0
فوقالعاده خدا برکت بده کارتون,0
پیتزا خورده سس نداشت,1
سالاد نفره کوپن قسمت کاهو مخلفات,1
وبه موقع سفارش دستم ممنون یه پیشنهاد ای کاش مسیرهای هزینه پیک نباشه,0
اصلا ارزش پولی براش دادمو نداشت,1
وافل تزینی زیبا شیک انبه مطبوع خوشطعم ممنون,0
حلیم گرم خوشمزه کاشکی شکر کمتر میریختن بعضیها نمک میخورن قاشق ظرف شکر نمک همراهش نون اسنپ زود,0
گوشتش واقعا نرم طعمش افتضاح,1
غذا مشکلی جعبهها نوشته نشده اسپایسی هست نرمال کاش مساله مدنظر قرار بدین,0
سپاس یکم سرد,0
سلام رتبه بالاست توقع میوه وسبزیجات باکیفیت وسالم بفرستین نکه میوههای اسیب دیده ولک بفرستین لطفا دقت وپیگیری,1
سلام خسته نباشید خوراک شامی ترش بگویم دورچین خالی هیچی نداشت دونه خلال سیبزمینی خالی طعم مزه بد مرسی,0
غذا دیر نوشابهای همراه غذا سفارش بودم فرستاده نشده,0
تاریخ انقضای دوغها فردا ست نظرم توجه قرار بگیرد مواد غذایی بازه زمانی کوتاهی هفته تاریخ انقضا,1
کیفیت غذا توضیحات گفتم خورشتها برنج نباشه قومه سبزی گزاشته یه مقدار روغنی بدم میاد غذا سرد بسته مرغ بد اب مرغ کلا نایلون کیفیت غذا کاش ریزه کاریها دقت بشه رستوران غنچه سابقه واقعا بعیده,1
غذا بدمزه بدبو انگار دود غلیظ ردش,1
گوشت سرخ کنن,0
ای کاش گزینه متوسط بزارین کنین,1
بستنیها آب,1
غذا گرم بودوبا کیفیت,0
سوممه غذا سفارش میدم برگرارو خوردم ارسال سریع خوشمزه امروزم میخوام سفارش بدم,0
هزینه پیک رایگان رویهمرفته اسنپ فود سپاسگذارم امیدوارم پایداروسربلند شیرینی پارادایس ک بگم اصلا چیزکیکش همش خامه ب مقدار پنیر کیک براستی ک متاسفام,1
برخورد پیک غذا گرم موقع,0
بشدت بد مزه نکتهی مثبت زود تحوبل,1
ممنون اسنپ فود نانوایی نعمتی,0
ساعت تاخیر,1
HAPPY,0
پفک چی توز سفارش دادم پفک مزمز فرستادن,1
واقعا خوشمزه کیفیت,0
پای سیب یخزده خشک,1
کیفیت همیشگی نداشت,0
سس مسئله خریدهای قبلی,0
کیفیت حفظ نمرتون,0
خوشمزه دوتاش روغنی درنهایت ستاره دادم مرسی,0
تومان پول پیک دادم پیتزا یخ چله تابستان دستم برسه واقعا متاسفم,1
پیتزای قارچ گوشت قارچ سویا تحویل قیمت قارچ گوشت,1
کباب گرمی سفارش دادم گرم,1
مرغ نپخته بوی بدی میدادی دیگه سفارش نمیدم,1
پیتزا تندوری مرغ سوخاری معمولی,0
تاخیر سفارش آوردند سفارش اشتباه اوردن کیفیت خیارها افتضاح توی همشون سفید همرو ریختم,1
سلام غذا دقیقا سر وقت برخورد پیک ممنون,0
حذف فلفل مخلفات غذا کیفیت پایین برنج,0
شک ندارم پیتزا عمودی حمل پیتزا لهشده گوشه جعبه یخ,1
کیفیت قیمت ممنونم اگه تند دیگه میشد,0
کیفیت اوایل بدتر سرد تحویل,1
هات داگ ویوا خوشمزه همینطور سیبزمینی سرخکرده یه سرد گرمش راضی بودم,0
وممنون بابت مخلفات,0
ظرف سسها برگشته بسته پاره کردیم سسها بسته فرش زمین ریخت سفارش قبلیم باروژ راضی بودم واقعا اینبار انتظار وضعیتی نداشتم,1
نظرم شدیدا غذاشون افت قبلا بیمزه پیتزا خمیر غذاشونم سرد دستم,1
موقع ممنون,0
فوقالعاده سریع گرم طعم تازگی مرغ کیفیت مواد اولیه حرف نداره سسش بینظیره مرغ سوخاری دستش,0
نارضایتی رستوران نارضایتی اسنپ فود ساعت منتظر غذا بودیم دیگه خودتون میتونید تصور رضایت چطور باشه نظری,1
وخن رفتار پیک بور,0
